distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D7,Product_377,C3,Seg 1,2028,11,P+34,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,12,P+35,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,13,P+36,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2029,1,P+37,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2029,2,P+38,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2029,3,P+39,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_378,C3,Seg 1,2025,12,P-4,62,290.3,290.3,16.30,0,6,449,435.4,276.7,276.7,435.4,High,42
D7,Product_378,C3,Seg 1,2025,13,P-3,296,290.3,290.3,16.30,0,6,639,604.4,255.7,255.7,604.4,High,58.3
D7,Product_378,C3,Seg 1,2026,1,P-2,378,402.9,402.9,16.30,0,6,879,408.6,0,0,476.1,High,33.1
D7,Product_378,C3,Seg 1,2026,2,P-1,295,272.4,272.4,16.30,936,6,330,396.3,338.8,338.8,396.3,High,40.7
D7,Product_378,C3,Seg 1,2026,3,P+0,84,264.2,264.2,16.30,546,6,2059,379.8,,0,1794.8,High,190.2
D7,Product_378,C3,Seg 1,2026,4,P+1,,253.2,253.2,16.30,0,6,1794.8,435.4,,0,1541.5,High,170.5
D7,Product_378,C3,Seg 1,2026,5,P+2,,290.3,290.3,16.30,0,6,1541.5,435.4,,0,1251.3,High,120.7
D7,Product_378,C3,Seg 1,2026,6,P+3,,290.3,290.3,16.30,0,6,1251.3,435.4,,0,961,High,92.7
D7,Product_378,C3,Seg 1,2026,7,P+4,,290.3,290.3,16.30,0,6,961,435.4,,0,670.7,High,64.7
D7,Product_378,C3,Seg 1,2026,8,P+5,,290.3,290.3,16.30,0,6,670.7,435.4,,55,435.4,High,42
D7,Product_378,C3,Seg 1,2026,9,P+6,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2026,10,P+7,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2026,11,P+8,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2026,12,P+9,,290.3,290.3,16.30,0,6,435.4,544.3,,399.1,544.3,High,52.5
D7,Product_378,C3,Seg 1,2026,13,P+10,,362.8,362.8,16.30,0,6,544.3,435.4,,254,435.4,High,33.6
D7,Product_378,C3,Seg 1,2027,1,P+11,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,2,P+12,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,3,P+13,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,4,P+14,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,5,P+15,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,6,P+16,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,7,P+17,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,8,P+18,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,9,P+19,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,10,P+20,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,11,P+21,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,12,P+22,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2027,13,P+23,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,1,P+24,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,2,P+25,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,3,P+26,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,4,P+27,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,5,P+28,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,6,P+29,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,7,P+30,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,8,P+31,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,9,P+32,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,10,P+33,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,11,P+34,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,12,P+35,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2028,13,P+36,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2029,1,P+37,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2029,2,P+38,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_378,C3,Seg 1,2029,3,P+39,,290.3,290.3,16.30,0,6,435.4,435.4,,290.3,435.4,High,42
D7,Product_379,C3,Seg 1,2025,12,P-4,1078,1218.9,1218.9,13.51,0,6,2938,1972.8,253.7,253.7,1972.8,High,45.3
D7,Product_379,C3,Seg 1,2025,13,P-3,1059,1315.2,1315.2,13.51,0,6,2171,2134.1,1278.3,1278.3,2134.1,High,45.4
D7,Product_379,C3,Seg 1,2026,1,P-2,1007,1422.7,1422.7,13.51,0,6,1553,2396.4,2266.2,2266.2,2396.4,High,47.2
D7,Product_379,C3,Seg 1,2026,2,P-1,1926,1597.6,1597.6,13.51,84,6,3927,980.3,0,0,2329.4,High,40.8
D7,Product_379,C3,Seg 1,2026,3,P+0,178,653.5,653.5,13.51,0,6,3588,2073.6,,0,2934.5,High,125.7
D7,Product_379,C3,Seg 1,2026,4,P+1,,1382.4,1382.4,13.51,0,6,2934.5,1828.3,,276.2,1828.3,High,37
D7,Product_379,C3,Seg 1,2026,5,P+2,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,6,P+3,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,7,P+4,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,8,P+5,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,9,P+6,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,10,P+7,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,11,P+8,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2026,12,P+9,,1218.9,1218.9,13.51,0,6,1828.3,2285.4,,1675.9,2285.4,High,52.5
D7,Product_379,C3,Seg 1,2026,13,P+10,,1523.6,1523.6,13.51,0,6,2285.4,1828.3,,1066.5,1828.3,High,33.6
D7,Product_379,C3,Seg 1,2027,1,P+11,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,2,P+12,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,3,P+13,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,4,P+14,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,5,P+15,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,6,P+16,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,7,P+17,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,8,P+18,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,9,P+19,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,10,P+20,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,11,P+21,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,12,P+22,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2027,13,P+23,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,1,P+24,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,2,P+25,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,3,P+26,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,4,P+27,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,5,P+28,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,6,P+29,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,7,P+30,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,8,P+31,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,9,P+32,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,10,P+33,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,11,P+34,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,12,P+35,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2028,13,P+36,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2029,1,P+37,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2029,2,P+38,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_379,C3,Seg 1,2029,3,P+39,,1218.9,1218.9,13.51,0,6,1828.3,1828.3,,1218.9,1828.3,High,42
D7,Product_380,C3,Seg 1,2025,12,P-4,60,376.2,376.2,16.30,0,6,329,622.7,669.9,669.9,622.7,High,46.3
D7,Product_380,C3,Seg 1,2025,13,P-3,210,415.1,415.1,16.30,0,6,524,783.5,674.6,674.6,783.5,High,52.8
D7,Product_380,C3,Seg 1,2026,1,P-2,316,522.3,522.3,16.30,0,6,714,692,500.3,500.3,692,High,37.1
D7,Product_380,C3,Seg 1,2026,2,P-1,683,461.3,461.3,16.30,702,6,187,512.7,787,787,512.7,High,31.1
D7,Product_380,C3,Seg 1,2026,3,P+0,114,341.8,341.8,16.30,468,6,6,345.2,,681,345.2,High,28.3
D7,Product_380,C3,Seg 1,2026,4,P+1,,230.2,230.2,16.30,0,6,345.2,564.3,,449.2,564.3,High,68.7
D7,Product_380,C3,Seg 1,2026,5,P+2,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,6,P+3,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,7,P+4,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,8,P+5,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,9,P+6,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,10,P+7,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,11,P+8,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2026,12,P+9,,376.2,376.2,16.30,0,6,564.3,705.4,,517.3,705.4,High,52.5
D7,Product_380,C3,Seg 1,2026,13,P+10,,470.3,470.3,16.30,0,6,705.4,564.3,,329.2,564.3,High,33.6
D7,Product_380,C3,Seg 1,2027,1,P+11,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,2,P+12,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,3,P+13,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,4,P+14,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,5,P+15,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,6,P+16,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,7,P+17,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,8,P+18,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,9,P+19,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,10,P+20,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,11,P+21,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,12,P+22,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2027,13,P+23,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,1,P+24,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,2,P+25,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,3,P+26,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,4,P+27,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,5,P+28,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,6,P+29,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,7,P+30,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,8,P+31,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,9,P+32,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,10,P+33,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,11,P+34,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,12,P+35,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2028,13,P+36,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2029,1,P+37,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2029,2,P+38,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_380,C3,Seg 1,2029,3,P+39,,376.2,376.2,16.30,0,6,564.3,564.3,,376.2,564.3,High,42
D7,Product_381,C3,Seg 1,2025,12,P-4,62,321.6,321.6,16.30,0,6,265,588.6,645.3,645.3,588.6,High,51.2
D7,Product_381,C3,Seg 1,2025,13,P-3,220,392.4,392.4,16.30,0,6,446,656.8,603.2,603.2,656.8,High,46.9
D7,Product_381,C3,Seg 1,2026,1,P-2,245,437.9,437.9,16.30,0,6,696,645.1,387,387,645.1,High,41.3
D7,Product_381,C3,Seg 1,2026,2,P-1,742,430.1,430.1,16.30,312,6,622,326.1,134.2,134.2,326.1,High,21.2
D7,Product_381,C3,Seg 1,2026,3,P+0,26,217.4,217.4,16.30,390,6,112,350.3,,455.7,350.3,High,45.1
D7,Product_381,C3,Seg 1,2026,4,P+1,,233.5,233.5,16.30,0,6,350.3,482.5,,365.7,482.5,High,57.8
D7,Product_381,C3,Seg 1,2026,5,P+2,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,6,P+3,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,7,P+4,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,8,P+5,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,9,P+6,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,10,P+7,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,11,P+8,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2026,12,P+9,,321.6,321.6,16.30,0,6,482.5,603.1,,442.3,603.1,High,52.5
D7,Product_381,C3,Seg 1,2026,13,P+10,,402.1,402.1,16.30,0,6,603.1,482.5,,281.4,482.5,High,33.6
D7,Product_381,C3,Seg 1,2027,1,P+11,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,2,P+12,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,3,P+13,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,4,P+14,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,5,P+15,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,6,P+16,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,7,P+17,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,8,P+18,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,9,P+19,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,10,P+20,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,11,P+21,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,12,P+22,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2027,13,P+23,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,1,P+24,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,2,P+25,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,3,P+26,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,4,P+27,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,5,P+28,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,6,P+29,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,7,P+30,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,8,P+31,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,9,P+32,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,10,P+33,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,11,P+34,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,12,P+35,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2028,13,P+36,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2029,1,P+37,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2029,2,P+38,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_381,C3,Seg 1,2029,3,P+39,,321.6,321.6,16.30,0,6,482.5,482.5,,321.6,482.5,High,42
D7,Product_382,C3,Seg 1,2024,7,P-22,133.4,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_382,C3,Seg 1,2024,8,P-21,80.9,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_382,C3,Seg 1,2024,9,P-20,86.1,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_382,C3,Seg 1,2024,10,P-19,55.3,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_382,C3,Seg 1,2024,11,P-18,200.8,0,0,#DIV/0!,0,6,0,1.8,1.8,1.8,1.8,High,2773.1
D7,Product_382,C3,Seg 1,2024,12,P-17,87.3,1.2,1.2,1.00,0,6,0,3.6,4.8,4.8,3.6,High,83.4
D7,Product_382,C3,Seg 1,2024,13,P-16,42.6,2.4,2.4,1.00,0,6,181,5.4,0,0,178.5,High,2082.3
D7,Product_382,C3,Seg 1,2025,1,P-15,29.7,3.6,3.6,1.00,0,6,180.9,7.2,0,0,177.3,High,1382.1
D7,Product_382,C3,Seg 1,2025,2,P-14,61.2,4.8,4.8,1.00,0,6,180.3,9,0,0,175.5,High,1027
D7,Product_382,C3,Seg 1,2025,3,P-13,65.4,6,6,1.00,0,6,180.2,10.8,0,0,174.2,High,816.1
D7,Product_382,C3,Seg 1,2025,4,P-12,85.5,7.2,7.2,1.00,0,6,179.6,12.5,0,0,172.4,High,673.6
D7,Product_382,C3,Seg 1,2025,5,P-11,83.6,8.4,8.4,1.00,0,6,179,14.3,0,0,170.6,High,571.6
D7,Product_382,C3,Seg 1,2025,6,P-10,300.7,9.6,9.6,1.00,0,6,178.1,16.1,0,0,168.5,High,494.1
D7,Product_382,C3,Seg 1,2025,7,P-9,36.4,10.7,10.7,1.00,0,6,177.6,17.9,0,0,166.8,High,434.8
D7,Product_382,C3,Seg 1,2025,8,P-8,106.5,11.9,11.9,1.00,0,6,177.1,19.7,0,0,165.2,High,387.5
D7,Product_382,C3,Seg 1,2025,9,P-7,42,13.1,13.1,1.00,0,6,176.6,21.5,0,0,163.5,High,348.7
D7,Product_382,C3,Seg 1,2025,10,P-6,115.3,14.3,14.3,1.00,0,6,176.1,23.3,0,0,161.7,High,316.3
D7,Product_382,C3,Seg 1,2025,11,P-5,85.9,15.5,15.5,1.00,0,6,94.5,25.1,0,0,78.9,High,142.5
D7,Product_382,C3,Seg 1,2025,12,P-4,61.7,16.7,16.7,1.00,0,6,94.2,26.8,0,0,77.5,High,129.9
D7,Product_382,C3,Seg 1,2025,13,P-3,0.1,17.9,17.9,1.00,0,6,64.9,28.6,0,0,47,High,73.5
D7,Product_382,C3,Seg 1,2026,1,P-2,65.3,19.1,19.1,1.00,0,6,64.9,30.4,0,0,45.8,High,67.2
D7,Product_382,C3,Seg 1,2026,2,P-1,,20.3,20.3,1.00,0,6,0,32.2,52.5,52.5,32.2,High,44.5
D7,Product_382,C3,Seg 1,2026,3,P+0,,21.5,21.5,1.00,0,6,0,34,,55.5,34,High,44.3
D7,Product_382,C3,Seg 1,2026,4,P+1,,22.7,22.7,1.00,0,6,34,35.8,,24.4,35.8,High,44.2
D7,Product_382,C3,Seg 1,2026,5,P+2,,23.9,23.9,1.00,0,6,35.8,37.6,,25.6,37.6,High,44.1
D7,Product_382,C3,Seg 1,2026,6,P+3,,25,25,1.00,0,6,37.6,39.4,,26.8,39.4,High,44
D7,Product_382,C3,Seg 1,2026,7,P+4,,26.2,26.2,1.00,0,6,39.4,41.1,,28,41.1,High,43.9
D7,Product_382,C3,Seg 1,2026,8,P+5,,27.4,27.4,1.00,0,6,41.1,42.9,,29.2,42.9,High,43.8
